iteration,alg_id,alg_name,jobs_done,jobs_total,elapsed,delta
0,1,B-all,10000,583247,4,4
0,1,B-all,20000,583247,9,4
0,1,B-all,30000,583247,14,4
0,1,B-all,40000,583247,19,4
0,1,B-all,50000,583247,24,4
0,1,B-all,60000,583247,28,4
0,1,B-all,70000,583247,33,4
0,1,B-all,80000,583247,38,4
0,1,B-all,90000,583247,43,4
0,1,B-all,100000,583247,47,4
0,1,B-all,110000,583247,52,4
0,1,B-all,120000,583247,57,5
0,1,B-all,130000,583247,62,4
0,1,B-all,140000,583247,68,5
0,1,B-all,150000,583247,72,4
0,1,B-all,160000,583247,77,4
0,1,B-all,170000,583247,82,4
0,1,B-all,180000,583247,87,4
0,1,B-all,190000,583247,91,4
0,1,B-all,200000,583247,96,4
0,1,B-all,210000,583247,101,4
0,1,B-all,220000,583247,106,4
0,1,B-all,230000,583247,111,4
0,1,B-all,240000,583247,116,4
0,1,B-all,250000,583247,120,4
0,1,B-all,260000,583247,125,4
0,1,B-all,270000,583247,132,7
0,1,B-all,280000,583247,137,4
0,1,B-all,290000,583247,142,4
0,1,B-all,300000,583247,147,4
0,1,B-all,310000,583247,152,4
0,1,B-all,320000,583247,156,4
0,1,B-all,330000,583247,160,4
0,1,B-all,340000,583247,164,4
0,1,B-all,350000,583247,169,4
0,1,B-all,360000,583247,173,4
0,1,B-all,370000,583247,177,3
0,1,B-all,380000,583247,181,4
0,1,B-all,390000,583247,185,4
0,1,B-all,400000,583247,189,4
0,1,B-all,410000,583247,193,4
0,1,B-all,420000,583247,197,4
0,1,B-all,430000,583247,202,4
0,1,B-all,440000,583247,206,4
0,1,B-all,450000,583247,210,4
0,1,B-all,460000,583247,214,4
0,1,B-all,470000,583247,218,4
0,1,B-all,480000,583247,222,4
0,1,B-all,490000,583247,226,4
0,1,B-all,500000,583247,231,4
0,1,B-all,510000,583247,235,4
0,1,B-all,520000,583247,239,4
0,1,B-all,530000,583247,243,4
0,1,B-all,540000,583247,247,4
0,1,B-all,550000,583247,252,4
0,1,B-all,560000,583247,256,4
0,1,B-all,570000,583247,260,3
0,1,B-all,580000,583247,264,4
1,1,B-all,6753,583247,2,2
1,1,B-all,16753,583247,6,3
1,1,B-all,26753,583247,10,4
1,1,B-all,36753,583247,14,3
1,1,B-all,46753,583247,18,4
1,1,B-all,56753,583247,22,4
1,1,B-all,66753,583247,26,4
1,1,B-all,76753,583247,30,3
1,1,B-all,86753,583247,34,3
1,1,B-all,96753,583247,38,4
1,1,B-all,106753,583247,42,3
1,1,B-all,116753,583247,46,3
1,1,B-all,126753,583247,50,3
1,1,B-all,136753,583247,54,3
1,1,B-all,146753,583247,58,3
1,1,B-all,156753,583247,62,4
1,1,B-all,166753,583247,66,4
1,1,B-all,176753,583247,70,3
1,1,B-all,186753,583247,74,3
1,1,B-all,196753,583247,78,4
1,1,B-all,206753,583247,82,4
1,1,B-all,216753,583247,86,3
1,1,B-all,226753,583247,90,3
1,1,B-all,236753,583247,94,3
1,1,B-all,246753,583247,98,3
1,1,B-all,256753,583247,102,3
1,1,B-all,266753,583247,106,3
1,1,B-all,276753,583247,110,3
1,1,B-all,286753,583247,113,3
1,1,B-all,296753,583247,117,3
1,1,B-all,306753,583247,121,3
1,1,B-all,316753,583247,125,3
1,1,B-all,326753,583247,129,3
1,1,B-all,336753,583247,133,3
1,1,B-all,346753,583247,137,3
1,1,B-all,356753,583247,141,4
1,1,B-all,366753,583247,145,4
1,1,B-all,376753,583247,149,4
1,1,B-all,386753,583247,153,4
1,1,B-all,396753,583247,158,4
1,1,B-all,406753,583247,162,4
1,1,B-all,416753,583247,166,4
1,1,B-all,426753,583247,170,4
1,1,B-all,436753,583247,174,4
1,1,B-all,446753,583247,178,4
1,1,B-all,456753,583247,182,3
1,1,B-all,466753,583247,193,11
1,1,B-all,476753,583247,197,3
1,1,B-all,486753,583247,201,3
1,1,B-all,496753,583247,204,3
1,1,B-all,506753,583247,208,3
1,1,B-all,516753,583247,212,3
1,1,B-all,526753,583247,215,3
1,1,B-all,536753,583247,219,3
1,1,B-all,546753,583247,223,3
1,1,B-all,556753,583247,227,4
1,1,B-all,566753,583247,231,3
1,1,B-all,576753,583247,234,3
2,1,B-all,3506,583247,1,1
2,1,B-all,13506,583247,5,3
2,1,B-all,23506,583247,9,3
2,1,B-all,33506,583247,12,3
2,1,B-all,43506,583247,16,3
2,1,B-all,53506,583247,20,3
2,1,B-all,63506,583247,24,3
2,1,B-all,73506,583247,27,3
2,1,B-all,83506,583247,31,3
2,1,B-all,93506,583247,35,3
2,1,B-all,103506,583247,39,3
2,1,B-all,113506,583247,42,3
2,1,B-all,123506,583247,46,3
2,1,B-all,133506,583247,50,3
2,1,B-all,143506,583247,53,3
2,1,B-all,153506,583247,57,3
2,1,B-all,163506,583247,61,3
2,1,B-all,173506,583247,65,3
2,1,B-all,183506,583247,69,3
2,1,B-all,193506,583247,72,3
2,1,B-all,203506,583247,76,3
2,1,B-all,213506,583247,80,3
2,1,B-all,223506,583247,84,3
2,1,B-all,233506,583247,87,3
2,1,B-all,243506,583247,91,3
2,1,B-all,253506,583247,95,3
2,1,B-all,263506,583247,99,3
2,1,B-all,273506,583247,103,4
2,1,B-all,283506,583247,107,4
2,1,B-all,293506,583247,111,4
2,1,B-all,303506,583247,116,4
2,1,B-all,313506,583247,120,4
2,1,B-all,323506,583247,124,3
2,1,B-all,333506,583247,127,3
2,1,B-all,343506,583247,131,3
2,1,B-all,353506,583247,135,3
2,1,B-all,363506,583247,138,3
2,1,B-all,373506,583247,142,3
2,1,B-all,383506,583247,146,3
2,1,B-all,393506,583247,149,3
2,1,B-all,403506,583247,153,3
2,1,B-all,413506,583247,157,3
2,1,B-all,423506,583247,160,3
2,1,B-all,433506,583247,164,3
2,1,B-all,443506,583247,168,3
2,1,B-all,453506,583247,171,3
2,1,B-all,463506,583247,175,3
2,1,B-all,473506,583247,179,3
2,1,B-all,483506,583247,182,3
2,1,B-all,493506,583247,186,3
2,1,B-all,503506,583247,190,3
2,1,B-all,513506,583247,194,3
2,1,B-all,523506,583247,197,3
2,1,B-all,533506,583247,201,3
2,1,B-all,543506,583247,205,3
2,1,B-all,553506,583247,209,3
2,1,B-all,563506,583247,213,3
2,1,B-all,573506,583247,216,3
3,1,B-all,259,583247,0,0
3,1,B-all,10259,583247,3,3
3,1,B-all,20259,583247,7,3
3,1,B-all,30259,583247,11,3
3,1,B-all,40259,583247,15,3
3,1,B-all,50259,583247,19,3
3,1,B-all,60259,583247,23,3
3,1,B-all,70259,583247,27,3
3,1,B-all,80259,583247,30,3
3,1,B-all,90259,583247,34,3
3,1,B-all,100259,583247,38,3
3,1,B-all,110259,583247,42,3
3,1,B-all,120259,583247,46,3
3,1,B-all,130259,583247,49,3
3,1,B-all,140259,583247,53,3
3,1,B-all,150259,583247,57,3
3,1,B-all,160259,583247,61,3
3,1,B-all,170259,583247,64,3
3,1,B-all,180259,583247,68,3
3,1,B-all,190259,583247,72,3
3,1,B-all,200259,583247,76,3
3,1,B-all,210259,583247,79,3
3,1,B-all,220259,583247,84,4
3,1,B-all,230259,583247,87,3
3,1,B-all,240259,583247,91,3
3,1,B-all,250259,583247,95,3
3,1,B-all,260259,583247,99,3
3,1,B-all,270259,583247,103,3
3,1,B-all,280259,583247,107,3
3,1,B-all,290259,583247,111,3
3,1,B-all,300259,583247,115,3
3,1,B-all,310259,583247,118,3
3,1,B-all,320259,583247,122,3
3,1,B-all,330259,583247,126,3
3,1,B-all,340259,583247,130,3
3,1,B-all,350259,583247,149,19
3,1,B-all,360259,583247,153,3
3,1,B-all,370259,583247,157,3
3,1,B-all,380259,583247,161,3
3,1,B-all,390259,583247,165,3
3,1,B-all,400259,583247,169,3
3,1,B-all,410259,583247,172,3
3,1,B-all,420259,583247,176,3
3,1,B-all,430259,583247,180,3
3,1,B-all,440259,583247,184,3
3,1,B-all,450259,583247,188,3
3,1,B-all,460259,583247,192,3
3,1,B-all,470259,583247,196,3
3,1,B-all,480259,583247,200,3
3,1,B-all,490259,583247,204,3
3,1,B-all,500259,583247,207,3
3,1,B-all,510259,583247,211,3
3,1,B-all,520259,583247,215,3
3,1,B-all,530259,583247,219,3
3,1,B-all,540259,583247,223,3
3,1,B-all,550259,583247,227,3
3,1,B-all,560259,583247,231,3
3,1,B-all,570259,583247,235,3
3,1,B-all,580259,583247,239,4
4,1,B-all,7012,583247,2,2
4,1,B-all,17012,583247,6,3
4,1,B-all,27012,583247,10,4
4,1,B-all,37012,583247,14,3
4,1,B-all,47012,583247,18,4
4,1,B-all,57012,583247,22,3
4,1,B-all,67012,583247,26,3
4,1,B-all,77012,583247,30,3
4,1,B-all,87012,583247,34,3
4,1,B-all,97012,583247,38,3
4,1,B-all,107012,583247,42,3
4,1,B-all,117012,583247,46,4
4,1,B-all,127012,583247,50,3
4,1,B-all,137012,583247,53,3
4,1,B-all,147012,583247,57,3
4,1,B-all,157012,583247,62,4
4,1,B-all,167012,583247,66,4
4,1,B-all,177012,583247,70,3
4,1,B-all,187012,583247,74,3
4,1,B-all,197012,583247,77,3
4,1,B-all,207012,583247,81,3
4,1,B-all,217012,583247,86,4
4,1,B-all,227012,583247,90,4
4,1,B-all,237012,583247,94,3
4,1,B-all,247012,583247,98,3
4,1,B-all,257012,583247,102,3
4,1,B-all,267012,583247,106,3
4,1,B-all,277012,583247,110,3
4,1,B-all,287012,583247,114,3
4,1,B-all,297012,583247,118,3
4,1,B-all,307012,583247,122,3
4,1,B-all,317012,583247,125,3
4,1,B-all,327012,583247,129,3
4,1,B-all,337012,583247,134,4
4,1,B-all,347012,583247,137,3
4,1,B-all,357012,583247,141,3
4,1,B-all,367012,583247,145,4
4,1,B-all,377012,583247,149,3
4,1,B-all,387012,583247,153,3
4,1,B-all,397012,583247,157,3
4,1,B-all,407012,583247,161,3
4,1,B-all,417012,583247,164,3
4,1,B-all,427012,583247,168,3
4,1,B-all,437012,583247,172,3
4,1,B-all,447012,583247,176,3
4,1,B-all,457012,583247,180,3
4,1,B-all,467012,583247,184,3
4,1,B-all,477012,583247,188,3
4,1,B-all,487012,583247,192,4
4,1,B-all,497012,583247,196,3
4,1,B-all,507012,583247,200,3
4,1,B-all,517012,583247,203,3
4,1,B-all,527012,583247,207,3
4,1,B-all,537012,583247,211,3
4,1,B-all,547012,583247,215,3
4,1,B-all,557012,583247,219,3
4,1,B-all,567012,583247,223,3
4,1,B-all,577012,583247,227,3
5,1,B-all,3765,583247,1,1
5,1,B-all,13765,583247,5,3
5,1,B-all,23765,583247,9,3
5,1,B-all,33765,583247,13,3
5,1,B-all,43765,583247,17,4
5,1,B-all,53765,583247,20,3
5,1,B-all,63765,583247,24,3
5,1,B-all,73765,583247,28,3
5,1,B-all,83765,583247,32,3
5,1,B-all,93765,583247,36,3
5,1,B-all,103765,583247,40,3
5,1,B-all,113765,583247,44,3
5,1,B-all,123765,583247,47,3
5,1,B-all,133765,583247,51,3
5,1,B-all,143765,583247,55,3
5,1,B-all,153765,583247,59,3
5,1,B-all,163765,583247,63,4
5,1,B-all,173765,583247,67,3
5,1,B-all,183765,583247,71,3
5,1,B-all,193765,583247,75,3
5,1,B-all,203765,583247,78,3
5,1,B-all,213765,583247,82,3
5,1,B-all,223765,583247,86,4
5,1,B-all,233765,583247,90,3
5,1,B-all,243765,583247,94,3
5,1,B-all,253765,583247,98,3
5,1,B-all,263765,583247,102,3
5,1,B-all,273765,583247,106,3
5,1,B-all,283765,583247,110,3
5,1,B-all,293765,583247,113,3
5,1,B-all,303765,583247,117,3
5,1,B-all,313765,583247,121,3
5,1,B-all,323765,583247,125,3
5,1,B-all,333765,583247,129,4
5,1,B-all,343765,583247,133,3
5,1,B-all,353765,583247,137,3
5,1,B-all,363765,583247,141,3
5,1,B-all,373765,583247,145,3
5,1,B-all,383765,583247,148,3
5,1,B-all,393765,583247,152,3
5,1,B-all,403765,583247,156,3
5,1,B-all,413765,583247,160,3
5,1,B-all,423765,583247,164,3
5,1,B-all,433765,583247,168,3
5,1,B-all,443765,583247,172,3
5,1,B-all,453765,583247,176,3
5,1,B-all,463765,583247,179,3
5,1,B-all,473765,583247,183,3
5,1,B-all,483765,583247,187,3
5,1,B-all,493765,583247,191,3
5,1,B-all,503765,583247,195,3
5,1,B-all,513765,583247,199,3
5,1,B-all,523765,583247,203,4
5,1,B-all,533765,583247,207,4
5,1,B-all,543765,583247,211,4
5,1,B-all,553765,583247,215,4
5,1,B-all,563765,583247,219,4
5,1,B-all,573765,583247,223,4
6,1,B-all,518,583247,0,0
6,1,B-all,10518,583247,4,3
6,1,B-all,20518,583247,8,4
6,1,B-all,30518,583247,12,3
6,1,B-all,40518,583247,16,3
6,1,B-all,50518,583247,20,4
6,1,B-all,60518,583247,24,3
6,1,B-all,70518,583247,28,3
6,1,B-all,80518,583247,31,3
6,1,B-all,90518,583247,35,3
6,1,B-all,100518,583247,39,3
6,1,B-all,110518,583247,43,3
6,1,B-all,120518,583247,47,4
6,1,B-all,130518,583247,51,3
6,1,B-all,140518,583247,56,4
6,1,B-all,150518,583247,60,4
6,1,B-all,160518,583247,64,3
6,1,B-all,170518,583247,68,4
6,1,B-all,180518,583247,72,3
6,1,B-all,190518,583247,76,3
6,1,B-all,200518,583247,80,3
6,1,B-all,210518,583247,84,4
6,1,B-all,220518,583247,88,4
6,1,B-all,230518,583247,92,3
6,1,B-all,240518,583247,96,4
6,1,B-all,250518,583247,100,4
6,1,B-all,260518,583247,104,4
6,1,B-all,270518,583247,108,4
6,1,B-all,280518,583247,112,4
6,1,B-all,290518,583247,116,4
6,1,B-all,300518,583247,120,3
6,1,B-all,310518,583247,124,4
6,1,B-all,320518,583247,129,4
6,1,B-all,330518,583247,133,4
6,1,B-all,340518,583247,137,4
6,1,B-all,350518,583247,141,3
6,1,B-all,360518,583247,145,4
6,1,B-all,370518,583247,149,3
6,1,B-all,380518,583247,153,4
6,1,B-all,390518,583247,157,4
6,1,B-all,400518,583247,161,4
6,1,B-all,410518,583247,165,3
6,1,B-all,420518,583247,169,4
6,1,B-all,430518,583247,173,4
6,1,B-all,440518,583247,177,4
6,1,B-all,450518,583247,181,4
6,1,B-all,460518,583247,186,4
6,1,B-all,470518,583247,189,3
6,1,B-all,480518,583247,193,4
6,1,B-all,490518,583247,198,4
6,1,B-all,500518,583247,202,3
6,1,B-all,510518,583247,206,4
6,1,B-all,520518,583247,210,4
6,1,B-all,530518,583247,214,4
6,1,B-all,540518,583247,218,3
6,1,B-all,550518,583247,222,3
6,1,B-all,560518,583247,226,4
6,1,B-all,570518,583247,230,4
6,1,B-all,580518,583247,234,4
7,1,B-all,7271,583247,2,2
7,1,B-all,17271,583247,6,3
7,1,B-all,27271,583247,10,4
7,1,B-all,37271,583247,14,3
7,1,B-all,47271,583247,18,4
7,1,B-all,57271,583247,22,3
7,1,B-all,67271,583247,26,4
7,1,B-all,77271,583247,30,3
7,1,B-all,87271,583247,34,3
7,1,B-all,97271,583247,38,3
7,1,B-all,107271,583247,42,3
7,1,B-all,117271,583247,77,35
7,1,B-all,127271,583247,81,4
7,1,B-all,137271,583247,86,4
7,1,B-all,147271,583247,90,4
7,1,B-all,157271,583247,94,4
7,1,B-all,167271,583247,98,4
7,1,B-all,177271,583247,102,3
7,1,B-all,187271,583247,106,3
7,1,B-all,197271,583247,110,3
7,1,B-all,207271,583247,114,3
7,1,B-all,217271,583247,118,4
7,1,B-all,227271,583247,122,4
7,1,B-all,237271,583247,126,4
7,1,B-all,247271,583247,130,3
7,1,B-all,257271,583247,135,4
7,1,B-all,267271,583247,139,4
7,1,B-all,277271,583247,143,4
7,1,B-all,287271,583247,147,4
7,1,B-all,297271,583247,151,4
7,1,B-all,307271,583247,155,3
7,1,B-all,317271,583247,159,3
7,1,B-all,327271,583247,163,4
7,1,B-all,337271,583247,167,4
7,1,B-all,347271,583247,171,3
7,1,B-all,357271,583247,175,4
7,1,B-all,367271,583247,179,4
7,1,B-all,377271,583247,183,3
7,1,B-all,387271,583247,187,4
7,1,B-all,397271,583247,191,4
7,1,B-all,407271,583247,195,3
7,1,B-all,417271,583247,199,3
7,1,B-all,427271,583247,203,4
7,1,B-all,437271,583247,207,3
7,1,B-all,447271,583247,211,4
7,1,B-all,457271,583247,215,4
7,1,B-all,467271,583247,219,4
7,1,B-all,477271,583247,223,3
7,1,B-all,487271,583247,227,4
7,1,B-all,497271,583247,231,3
7,1,B-all,507271,583247,235,4
7,1,B-all,517271,583247,239,4
7,1,B-all,527271,583247,243,4
7,1,B-all,537271,583247,247,4
7,1,B-all,547271,583247,252,4
7,1,B-all,557271,583247,256,4
7,1,B-all,567271,583247,260,4
7,1,B-all,577271,583247,264,4
8,1,B-all,4024,583247,1,1
8,1,B-all,14024,583247,5,3
8,1,B-all,24024,583247,9,4
8,1,B-all,34024,583247,13,3
8,1,B-all,44024,583247,17,4
8,1,B-all,54024,583247,21,3
8,1,B-all,64024,583247,25,4
8,1,B-all,74024,583247,30,4
8,1,B-all,84024,583247,34,4
8,1,B-all,94024,583247,38,4
8,1,B-all,104024,583247,42,3
8,1,B-all,114024,583247,46,4
8,1,B-all,124024,583247,50,4
8,1,B-all,134024,583247,54,4
8,1,B-all,144024,583247,58,3
8,1,B-all,154024,583247,62,4
8,1,B-all,164024,583247,66,4
8,1,B-all,174024,583247,70,3
8,1,B-all,184024,583247,74,4
8,1,B-all,194024,583247,78,3
8,1,B-all,204024,583247,82,4
8,1,B-all,214024,583247,87,4
8,1,B-all,224024,583247,91,4
8,1,B-all,234024,583247,95,3
8,1,B-all,244024,583247,99,4
8,1,B-all,254024,583247,103,4
8,1,B-all,264024,583247,107,4
8,1,B-all,274024,583247,111,4
8,1,B-all,284024,583247,115,4
8,1,B-all,294024,583247,120,4
8,1,B-all,304024,583247,124,3
8,1,B-all,314024,583247,127,3
8,1,B-all,324024,583247,132,4
8,1,B-all,334024,583247,136,4
8,1,B-all,344024,583247,140,3
8,1,B-all,354024,583247,144,3
8,1,B-all,364024,583247,148,4
8,1,B-all,374024,583247,152,3
8,1,B-all,384024,583247,155,3
8,1,B-all,394024,583247,159,3
8,1,B-all,404024,583247,163,3
8,1,B-all,414024,583247,167,3
8,1,B-all,424024,583247,171,3
8,1,B-all,434024,583247,175,3
8,1,B-all,444024,583247,179,3
8,1,B-all,454024,583247,183,3
8,1,B-all,464024,583247,187,3
8,1,B-all,474024,583247,191,3
8,1,B-all,484024,583247,195,3
8,1,B-all,494024,583247,199,3
8,1,B-all,504024,583247,203,3
8,1,B-all,514024,583247,207,4
8,1,B-all,524024,583247,211,4
8,1,B-all,534024,583247,215,3
8,1,B-all,544024,583247,219,4
8,1,B-all,554024,583247,223,4
8,1,B-all,564024,583247,227,4
8,1,B-all,574024,583247,231,4
9,1,B-all,777,583247,0,0
9,1,B-all,10777,583247,4,3
9,1,B-all,20777,583247,8,4
9,1,B-all,30777,583247,12,4
9,1,B-all,40777,583247,16,4
9,1,B-all,50777,583247,20,4
9,1,B-all,60777,583247,24,4
9,1,B-all,70777,583247,28,4
9,1,B-all,80777,583247,33,4
9,1,B-all,90777,583247,37,4
9,1,B-all,100777,583247,41,4
9,1,B-all,110777,583247,45,4
9,1,B-all,120777,583247,49,4
9,1,B-all,130777,583247,53,4
9,1,B-all,140777,583247,57,4
9,1,B-all,150777,583247,62,4
9,1,B-all,160777,583247,66,4
9,1,B-all,170777,583247,70,4
9,1,B-all,180777,583247,74,4
9,1,B-all,190777,583247,78,4
9,1,B-all,200777,583247,83,4
9,1,B-all,210777,583247,87,4
9,1,B-all,220777,583247,91,4
9,1,B-all,230777,583247,95,4
9,1,B-all,240777,583247,99,4
9,1,B-all,250777,583247,104,4
9,1,B-all,260777,583247,108,4
9,1,B-all,270777,583247,112,4
9,1,B-all,280777,583247,116,4
9,1,B-all,290777,583247,120,4
9,1,B-all,300777,583247,124,4
9,1,B-all,310777,583247,128,4
9,1,B-all,320777,583247,132,4
9,1,B-all,330777,583247,137,4
9,1,B-all,340777,583247,141,4
9,1,B-all,350777,583247,145,3
9,1,B-all,360777,583247,149,3
9,1,B-all,370777,583247,152,3
9,1,B-all,380777,583247,156,3
9,1,B-all,390777,583247,160,3
9,1,B-all,400777,583247,164,3
9,1,B-all,410777,583247,168,3
9,1,B-all,420777,583247,172,3
9,1,B-all,430777,583247,176,4
9,1,B-all,440777,583247,180,4
9,1,B-all,450777,583247,184,4
9,1,B-all,460777,583247,188,3
9,1,B-all,470777,583247,192,3
9,1,B-all,480777,583247,196,4
9,1,B-all,490777,583247,200,3
9,1,B-all,500777,583247,204,3
9,1,B-all,510777,583247,208,3
9,1,B-all,520777,583247,212,4
9,1,B-all,530777,583247,216,3
9,1,B-all,540777,583247,220,4
9,1,B-all,550777,583247,224,4
9,1,B-all,560777,583247,228,4
9,1,B-all,570777,583247,233,4
9,1,B-all,580777,583247,237,4
0,2,B-aggzeros,10000,583247,7,7
0,2,B-aggzeros,20000,583247,17,10
0,2,B-aggzeros,30000,583247,29,12
0,2,B-aggzeros,40000,583247,43,14
0,2,B-aggzeros,50000,583247,58,14
0,2,B-aggzeros,60000,583247,73,14
0,2,B-aggzeros,70000,583247,87,14
0,2,B-aggzeros,80000,583247,96,9
0,2,B-aggzeros,90000,583247,105,8
0,2,B-aggzeros,100000,583247,114,8
0,2,B-aggzeros,110000,583247,122,8
0,2,B-aggzeros,120000,583247,131,8
0,2,B-aggzeros,130000,583247,138,7
0,2,B-aggzeros,140000,583247,145,7
0,2,B-aggzeros,150000,583247,152,6
0,2,B-aggzeros,160000,583247,158,6
0,2,B-aggzeros,170000,583247,165,6
0,2,B-aggzeros,180000,583247,171,6
0,2,B-aggzeros,190000,583247,178,6
0,2,B-aggzeros,200000,583247,184,6
0,2,B-aggzeros,210000,583247,191,6
0,2,B-aggzeros,220000,583247,197,6
0,2,B-aggzeros,230000,583247,204,6
0,2,B-aggzeros,240000,583247,210,6
0,2,B-aggzeros,250000,583247,217,6
0,2,B-aggzeros,260000,583247,223,6
0,2,B-aggzeros,270000,583247,232,8
0,2,B-aggzeros,280000,583247,238,6
0,2,B-aggzeros,290000,583247,245,6
0,2,B-aggzeros,300000,583247,252,7
0,2,B-aggzeros,310000,583247,260,8
0,2,B-aggzeros,320000,583247,267,7
0,2,B-aggzeros,330000,583247,275,7
0,2,B-aggzeros,340000,583247,282,7
0,2,B-aggzeros,350000,583247,289,6
0,2,B-aggzeros,360000,583247,295,6
0,2,B-aggzeros,370000,583247,301,6
0,2,B-aggzeros,380000,583247,308,6
0,2,B-aggzeros,390000,583247,314,6
0,2,B-aggzeros,400000,583247,321,6
0,2,B-aggzeros,410000,583247,327,6
0,2,B-aggzeros,420000,583247,334,6
0,2,B-aggzeros,430000,583247,341,6
0,2,B-aggzeros,440000,583247,347,6
0,2,B-aggzeros,450000,583247,354,6
0,2,B-aggzeros,460000,583247,361,6
0,2,B-aggzeros,470000,583247,368,6
0,2,B-aggzeros,480000,583247,374,6
0,2,B-aggzeros,490000,583247,381,6
0,2,B-aggzeros,500000,583247,387,6
0,2,B-aggzeros,510000,583247,394,6
0,2,B-aggzeros,520000,583247,401,6
0,2,B-aggzeros,530000,583247,407,6
0,2,B-aggzeros,540000,583247,414,6
0,2,B-aggzeros,550000,583247,421,6
0,2,B-aggzeros,560000,583247,427,6
0,2,B-aggzeros,570000,583247,434,6
0,2,B-aggzeros,580000,583247,441,6
1,2,B-aggzeros,6753,583247,4,4
